GALLUP	1979-05-01	1000	47.00	40.00	87.04	Brazil
GALLUP	1979-08-01	1000	56.00	46.00	84.85	Brazil
GALLUP	1979-11-01	1000	57.00	48.00	86.36	Brazil
GALLUP	1980-02-01	1000	37.00	15.00	62.71	Brazil
GALLUP	1980-04-01	1000	39.00	23.00	70.91	Brazil
GALLUP	1980-08-01	1000	33.00	12.00	61.11	Brazil
GALLUP	1980-11-01	1000	31.00	11.00	60.78	Brazil
GALLUP	1981-02-01	1000	36.00	12.00	60.00	Brazil
GALLUP	1981-06-01	1000	39.00	21.00	68.42	Brazil
GALLUP	1981-09-01	1000	40.00	23.00	70.18	Brazil
GALLUP	1981-12-01	1000	46.00	29.00	73.02	Brazil
GALLUP	1982-02-01	1000	45.00	30.00	75.00	Brazil
GALLUP	1982-04-01	1000	54.00	42.00	81.82	Brazil
GALLUP	1982-07-01	1000	38.00	23.00	71.70	Brazil
GALLUP	1982-09-01	1000	45.00	31.00	76.27	Brazil
GALLUP	1982-11-01	1000	47.00	36.00	81.03	Brazil
GALLUP	1983-02-01	1000	43.00	30.00	76.79	Brazil
GALLUP	1983-03-01	1000	38.00	24.00	73.08	Brazil
GALLUP	1983-06-01	1000	46.00	29.00	73.02	Brazil
GALLUP	1983-09-01	1000	28.00	-2.00	48.28	Brazil
GALLUP	1983-12-01	1000	26.00	-6.00	44.83	Brazil
GALLUP	1984-02-01	1000	26.00	-2.00	48.15	Brazil
GALLUP	1984-04-01	1000	26.00	-1.00	49.06	Brazil
GALLUP	1984-07-01	1000	24.00	-5.00	45.28	Brazil
GALLUP	1985-04-01	1000	51.00	48.00	94.44	Brazil
GALLUP	1985-05-01	1000	57.00	55.00	96.61	Brazil
GALLUP	1985-08-01	1000	45.00	40.00	90.00	Brazil
GALLUP	1986-01-01	1000	36.00	24.00	75.00	Brazil
GALLUP	1986-04-01	1000	81.00	80.00	98.78	Brazil
GALLUP	1986-06-01	1000	76.00	74.00	97.44	Brazil
GALLUP	1986-09-01	1000	66.00	63.00	95.65	Brazil
GALLUP	1986-12-01	1000	47.00	36.00	81.03	Brazil
GALLUP	1987-02-01	1000	26.00	4.00	54.17	Brazil
GALLUP	1987-07-01	1000	20.00	-26.00	30.30	Brazil
GALLUP	1987-09-01	1000	16.00	-39.00	22.54	Brazil
GALLUP	1987-12-01	1000	12.00	-49.00	16.44	Brazil
GALLUP	1988-03-01	1000	8.00	-58.00	10.81	Brazil
GALLUP	1988-07-01	1000	10.00	-57.00	12.99	Brazil
GALLUP	1988-09-01	1000	12.00	-54.00	15.38	Brazil
GALLUP	1988-12-01	1000	9.00	-63.00	11.11	Brazil
GALLUP	1989-02-01	1000	14.00	-44.00	19.44	Brazil
GALLUP	1989-03-01	1000	11.00	-55.00	14.29	Brazil
GALLUP	1989-04-01	1000	16.00	-47.00	20.25	Brazil
GALLUP	1989-05-01	1000	16.00	-45.00	20.78	Brazil
GALLUP	1990-01-01	1000	17.00	-48.00	20.73	Brazil
GALLUP	1990-02-01	1000	16.00	-43.00	21.33	Brazil
GALLUP	1990-04-01	1000	69.00	60.00	88.46	Brazil
GALLUP	1990-05-01	1000	42.00	14.00	60.00	Brazil
GALLUP	1990-06-01	1000	33.00	-1.00	49.25	Brazil
GALLUP	1990-08-01	1000	37.00	5.00	53.62	Brazil
GALLUP	1990-10-01	1000	42.00	14.00	60.00	Brazil
GALLUP	1991-01-01	1000	33.00	-3.00	47.83	Brazil
GALLUP	1991-05-01	1000	22.00	-31.00	29.33	Brazil
GALLUP	1991-07-01	1000	22.00	-29.00	30.14	Brazil
GALLUP	1991-09-01	1000	19.00	-38.00	25.00	Brazil
GALLUP	1991-10-01	1000	18.00	-44.00	22.50	Brazil
