LB	2002-06-01	1000	184.00			Nicaragua
LB	2003-08-28	1000	132.00			Nicaragua
LB	2004-06-29	1000	130.00			Nicaragua
LB	2005-09-09	1000	132.00			Nicaragua
LB	2006-11-15	1000	123.00			Nicaragua
LB	2007-10-09	1000	154.00			Nicaragua
LB	2008-10-11	1000	132.00			Nicaragua
LB	2009-10-26	1000	137.00			Nicaragua
LB	2010-10-06	1000	158.00			Nicaragua
LB	2011-08-16	1000	150.00			Nicaragua
LB	2013-06-30	1000	160.00			Nicaragua
M&RAPPGES	2004-07-15	1508	130.00			Nicaragua
M&RAPPGES	2004-09-15	1508	114.70	78.10	28.65	Nicaragua
M&RAPPGES	2004-11-30	1508	118.50	81.50	33.33	Nicaragua
M&RAPPGES	2007-07-15	1508	135.90	103.80	52.79	Nicaragua
M&RAPPGES	2007-12-15	1508	122.50	83.10	36.35	Nicaragua
M&RAPPGES	2008-07-15	1508	118.40	77.30	30.92	Nicaragua
M&RAPPGES	2008-12-15	1508	134.50	103.80	52.91	Nicaragua
M&RAPPGES	2009-06-15	1508	138.40	100.40	50.26	Nicaragua
M&RAPPGES	2009-12-15	1508	125.80	68.80	31.16	Nicaragua
M&RAPPGES	2010-06-15	1508	131.90	88.20	42.20	Nicaragua
M&RAPPGES	2010-10-15	1508	145.60	116.90	61.37	Nicaragua
M&RAPPGES	2010-12-15	1508	145.00	116.30	61.06	Nicaragua
M&RAPPGES	2011-03-15	1508	157.90	138.90	75.29	Nicaragua
M&RAPPGES	2011-10-15	1508	165.20	150.60	81.70	Nicaragua
M&RAPPGES	2011-12-15	1508	160.60	143.90	78.40	Nicaragua
M&RAPPGES	2012-03-15	1508	161.40	142.80	76.75	Nicaragua
M&RAPPGES	2012-06-15	1508	158.70	142.30	78.16	Nicaragua
M&RAPPGES	2012-09-15	1508	160.20	143.00	77.78	Nicaragua
M&RAPPGES	2012-12-15	1508	167.80	156.10	85.28	Nicaragua
M&RAPPGES	2013-04-15	1508	166.40	154.80	85.13	Nicaragua
M&RAPPGES	2013-06-15	1508	166.30	151.90	82.16	Nicaragua
M&RAPPGES	2013-09-15	1508	166.50	156.60	87.04	Nicaragua
M&RAPPGES	2013-12-15	1508	165.30	152.20	83.29	Nicaragua
M&RAPPGES	2014-03-31	1508	159.90	144.30	79.34	Nicaragua
M&RAPPGES	2014-06-26	1508	161.90	150.90	84.91	Nicaragua
M&RAPPGES	2014-09-23	1508	169.00	155.20	83.33	Nicaragua
M&RAPPGES	2014-12-29	1508	165.80	154.50	85.34	Nicaragua
M&RAPPGES	2015-03-15	1508	171.00	157.10	83.63	Nicaragua
M&RAPPGES	2015-06-15	1508	170.20	148.80	76.64	Nicaragua
M&RAPPGES	2015-10-14	1508	171.80	155.90	81.87	Nicaragua
M&RP3	2003-11-25	1508	112.00	83.00	29.27	Nicaragua
M&RP3	2007-04-14	1508	127.00			Nicaragua
M&RP3	2007-10-15	1508	128.00	90.00	42.42	Nicaragua
M&RP3	2007-12-20	1508	117.80	74.00	28.90	Nicaragua
M&RP3	2007-12-30	1508	121.20			Nicaragua
M&RP3	2008-02-15	1508	121.00	78.00	32.81	Nicaragua
M&RP3	2008-06-11	1508	118.00	62.00	24.32	Nicaragua
M&RP3	2008-08-19	1508	118.40	77.30	30.92	Nicaragua
M&RP3	2009-04-09	1508	117.70	73.60	28.64	Nicaragua
M&RP3	2009-12-05	1508	125.80	68.80	31.16	Nicaragua
M&RSUPP	2002-10-15	1508	141.30	108.70	55.89	Nicaragua
M&RSUPP	2004-05-05	1508	122.10	105.30	56.81	Nicaragua
BORGEYASOC	2005-11-07	1032	113.30	74.80	25.68	Nicaragua
BORGEYASOC	2013-04-08	1032	174.10	167.60	91.94	Nicaragua
BORGEYASOC	2013-06-13	1032	176.00	167.60	90.05	Nicaragua
BORGEYASOCFAV	2013-04-08	1032	174.70	165.20	88.72	Nicaragua
BORGEYASOCFAV	2013-06-15	1032	172.90	165.50	90.78	Nicaragua
BORGEYASOCFAV	2014-09-15	1032	180.80	177.30	95.85	Nicaragua
BORGEYASOCFAV	2015-05-15	1032	177.10	170.80	92.45	Nicaragua
CIMABORGEAPP	2006-04-15	408	153.70	115.70	58.56	Nicaragua
CIMABORGEAPP	2007-04-15	408	135.30	87.00	42.22	Nicaragua
CIMABORGEAPP	2008-04-30	408	129.00	72.70	34.00	Nicaragua
CIMABORGEAPP	2010-04-30	408	138.00			Nicaragua
CIMABORGEAPP	2011-04-15	408	165.00			Nicaragua
CIMABORGEDESEMP	2006-03-15	408	129.00	94.70	45.81	Nicaragua
CIMABORGEDESEMP	2007-04-15	408	121.30	76.30	32.13	Nicaragua
CIMABORGEDESEMP	2008-04-30	408	116.40	74.40	28.08	Nicaragua
CIMABORGEDESEMP	2009-03-15	408	124.00			Nicaragua
CIMAGESPRES	2006-03-15	408	129.00			Nicaragua
CIMAGESPRES	2007-06-15	408	122.00			Nicaragua
CIMAGESPRES	2008-05-15	408	118.00			Nicaragua
CIMAGESPRES	2009-03-15	408	124.00			Nicaragua
CIMAGESPRES	2010-04-15	408	133.00			Nicaragua
CIMAGESPRES	2011-04-15	408	158.00			Nicaragua
CIDGALLUP	1989-10-15	1206	140.00	103.00	51.95	Nicaragua
CIDGALLUP	1990-05-15	1206	142.00	127.00	73.68	Nicaragua
CIDGALLUP	1990-11-15	1206	133.00	107.00	55.93	Nicaragua
CIDGALLUP	1991-06-15	1206	140.00	117.00	63.49	Nicaragua
CIDGALLUP	1991-11-15	1206	136.00	117.00	65.45	Nicaragua
CIDGALLUP	1992-05-15	1206	124.00	99.00	48.98	Nicaragua
CIDGALLUP	1992-11-15	1206	118.00	81.00	32.73	Nicaragua
CIDGALLUP	1993-08-15	1206	114.00	61.00	20.90	Nicaragua
CIDGALLUP	1993-12-15	1206	122.00	79.00	33.85	Nicaragua
CIDGALLUP	1994-05-15	1206	115.00	68.00	24.19	Nicaragua
CIDGALLUP	1994-08-15	1206	118.00	73.00	28.57	Nicaragua
CIDGALLUP	1994-11-15	1206	114.00	61.00	20.90	Nicaragua
CIDGALLUP	1995-04-15	1206	113.00	68.00	22.41	Nicaragua
CIDGALLUP	1995-08-15	1206	114.00	69.00	23.73	Nicaragua
CIDGALLUP	1995-11-15	1206	113.00	65.00	21.31	Nicaragua
CIDGALLUP	1996-04-15	1206	116.00	69.00	25.40	Nicaragua
CIDGALLUP	1996-06-15	1206	118.00	68.00	26.47	Nicaragua
CIDGALLUP	1996-08-15	1206	122.00	75.00	31.88	Nicaragua
CIDGALLUP	1996-10-15	1206	125.00	83.00	37.31	Nicaragua
CIDGALLUP	1996-12-15	1206	145.00	124.00	68.18	Nicaragua
CIDGALLUP	1997-04-15	1206	138.00	110.00	57.58	Nicaragua
CIDGALLUP	1997-08-15	1206	131.00	95.00	46.27	Nicaragua
CIDGALLUP	1997-11-15	1206	134.00	100.00	50.00	Nicaragua
CIDGALLUP	1998-04-15	1206	130.00	97.00	47.62	Nicaragua
CIDGALLUP	1998-08-15	1206	127.00	93.00	44.26	Nicaragua
CIDGALLUP	1998-11-15	1206	130.00	93.00	44.78	Nicaragua
CIDGALLUP	1999-04-15	1206	126.00	90.00	41.94	Nicaragua
CIDGALLUP	1999-08-15	1206	135.00	108.00	56.45	Nicaragua
CIDGALLUP	1999-11-15	1206	129.00	93.00	44.62	Nicaragua
CIDGALLUP	2000-04-15	1206	128.00	94.00	45.16	Nicaragua
CIDGALLUP	2000-08-15	1206	127.00	88.00	40.91	Nicaragua
CIDGALLUP	2000-10-15	1206	126.00	85.00	38.81	Nicaragua
CIDGALLUP	2001-03-15	1206	126.00	85.00	38.81	Nicaragua
CIDGALLUP	2001-06-15	1206	122.00	72.00	30.56	Nicaragua
CIDGALLUP	2001-09-15	1206	126.00	80.00	36.11	Nicaragua
CIDGALLUP	2001-10-15	1206	136.00	92.00	45.00	Nicaragua
CIDGALLUP	2002-04-15	1206	151.00	139.00	80.95	Nicaragua
CIDGALLUP	2002-08-15	1206	160.00	148.00	83.33	Nicaragua
CIDGALLUP	2002-11-15	1206	147.00	126.00	69.12	Nicaragua
CIDGALLUP	2003-03-15	1206	130.00	96.00	46.88	Nicaragua
CIDGALLUP	2003-07-15	1206	130.00	99.00	49.18	Nicaragua
CIDGALLUP	2003-11-15	1206	128.00	92.00	43.75	Nicaragua
CIDGALLUP	2004-03-15	1206	133.00	100.00	50.00	Nicaragua
CIDGALLUP	2004-07-15	1206	130.00	97.00	47.62	Nicaragua
CIDGALLUP	2004-10-15	1206	142.00	102.00	51.22	Nicaragua
CIDGALLUP	2005-03-02	1206	126.00	81.00	36.62	Nicaragua
CIDGALLUP	2005-07-30	1206	129.00	79.00	36.71	Nicaragua
CIDGALLUP	2005-11-15	1206	124.00	88.00	40.00	Nicaragua
CIDGALLUP	2006-04-15	1206	122.00	76.00	32.35	Nicaragua
CIDGALLUP	2006-06-23	1206	122.00	72.00	30.56	Nicaragua
CIDGALLUP	2006-08-15	1206	119.00	59.00	24.05	Nicaragua
CIDGALLUP	2006-10-15	1206	120.00	65.00	26.67	Nicaragua
CIDGALLUP	2007-02-11	1206	161.00	132.00	67.78	Nicaragua
CIDGALLUP	2007-06-12	1206	126.00	90.00	41.94	Nicaragua
CIDGALLUP	2007-10-12	1206	128.00	90.00	42.42	Nicaragua
CIDGALLUP	2008-02-15	1206	121.00	78.00	32.81	Nicaragua
CIDGALLUP	2008-09-01	1206	122.00			Nicaragua
CIDGALLUP	2008-12-15	1206	138.00	105.00	53.52	Nicaragua
CIDGALLUP	2010-03-15	1206	138.00			Nicaragua
CIDGALLUP	2010-06-15	1206	138.00	87.00	42.70	Nicaragua
CIDGALLUP	2010-09-15	1206	130.00	96.00	46.88	Nicaragua
CIDGALLUP	2011-06-15	1206	142.00	105.00	53.16	Nicaragua
CIDGALLUP	2013-01-15	1206	165.00			Nicaragua
CIDGALLUP	2015-01-15	1206	150.00			Nicaragua
CIDGALLUPFAV	2009-07-01	1206	142.00			Nicaragua
CIDGALLUPFAV	2015-01-15	1206	168.00			Nicaragua
CIDAGALLUPAPP	2015-10-15	1206	156.00			Nicaragua
LAPOP	1991-05-15	1674	144.25	133.61	80.62	Nicaragua
